Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_FoodTour,Unnamed: 8,Unnamed: 9
Thành cổ Quảng Ngãi,-1,4.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ae/da/e7/hot-chocolate-and-a-piece.jpg?w=1200&h=-1&s=1,"Impressive structure, it is called ""Quang Ngai Citadel"", which used to be a palace back in 1800s, but now it is a complex. The most attractive here is the collection of ancient ceramic from Vietnam, China, Thailand.",Số 1 trên 5 Chuyến tham quan & hoạt động ở Quảng Ngãi,https://www.tripadvisor.com.vn/Attraction_Review-g651661-d21404057-Reviews-Thanh_c_Qu_ng_Ngai-Quang_Ngai_Quang_Ngai_Province.html,,
Happy Monkey Travel,-1,4.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/c5/19/9b.jpg,The level of service was on par with our expectations and the gorgeous halong bay scenery made it a perfect trip. Thank you to Happy Monkey and to Era Cruise for a fabulous cruise. Our only regret now is to maybe have stayed on the boat longer!,Số 102 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d17836859-Reviews-Happy_Monkey_Travel-Hanoi.html,,
Mekong Exotique,-1,5.0,-1,-1,Superbe moment de détente que j’ai pu passer avec ma famille de passage. C’était mon tout premier voyage dans le sud et surement pas le dernier. L’endroit tout autour de la villa est très charmant nous avons pu nous balader tout au long du delta.,Số 82 trên 154 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12666309-Reviews-Mekong_Exotique-Ho_Chi_Minh_City.html,,
YEN BAI ECO TOUR,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/7e/ef/b7.jpg,"We are a group of international students from different countries in Vic Uni of Wellington, New Zealand. This is our trip in Vietnam but so far it is one of the best trip we’ve ever had. We’ve heard that Vietnam is such a beautiful country but we were still amazed by the beauty of the nature in Yenbai. I love the food of the ethnic people in here, the taste is very different, but in a super good way. I wish I can stuff heaps of those dishes into takeaway boxes and bring back to NZ. I was very impressed. The trek and the bicycle tour was nice. The homestay was nice as well, friendly staff, very helpful and the house was clean. I love it. People in Vietnam are generally very friendly, I think. Oh, swimming in the waterfall is a MUST. Overall, we are very happy with everything in this trip.",Số 266 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d15224171-Reviews-YEN_BAI_ECO_TOUR-Hanoi.html,,
THIEN HUONG SUSHI,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/11/cf/2c/bc.jpg,-1,Số 132 trên 296 Giải trí về đêm ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d26536608-Reviews-THIEN_HUONG_SUSHI-Ho_Chi_Minh_City.html,,
Vivu Halong - One Vivu Travel,-1,-1.0,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25247199-Reviews-Vivu_Halong_One_Vivu_Travel-Hanoi.html,,
Taste & Ride Saigon,-1,5.0,-1,-1,-1,Số 171 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d26106847-Reviews-Taste_Ride_Saigon-Ho_Chi_Minh_City.html,,
BAC HA TRIP,-1,5.0,-1,-1,-1,Số 1 trên 1 Đồ ăn & Đồ uống ở Bắc Hà,https://www.tripadvisor.com.vn/Attraction_Review-g2415097-d25311960-Reviews-BAC_HA_TRIP-Bac_Ha_Lao_Cai_Province.html,,
NOE TOURS,-1,5.0,-1,-1,-1,Số 10 trên 19 Đồ ăn & Đồ uống ở Đà Lạt,https://www.tripadvisor.com.vn/Attraction_Review-g293922-d26496633-Reviews-NOE_TOURS-Da_Lat_Lam_Dong_Province.html,,
Hanoi VNG Tour,-1,5.0,-1,-1,-1,Số 103 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d26494665-Reviews-Hanoi_VNG_Tour-Hanoi.html,,
Grand Trip Vietnam,-1,5.0,-1,-1,Nancy and her team is very good and kind they are very polite in their service with proper English guide,Số 104 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d26493898-Reviews-Grand_Trip_Vietnam-Hanoi.html,,
Anh Tourist Việt Nam,-1,5.0,-1,-1,-1,Số 199 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d26453943-Reviews-Anh_Tourist_Vi_t_Nam-Hanoi.html,,
Con Thoi Loi - Authentic Ben Tre Tours,-1,5.0,-1,-1,-1,Số 1 trên 2 Đồ ăn & Đồ uống ở Bến Tre,https://www.tripadvisor.com.vn/Attraction_Review-g737085-d26345479-Reviews-Con_Thoi_Loi_Authentic_Ben_Tre_Tours-Ben_Tre_Ben_Tre_Province_Mekong_Delta.html,,
MotoTrip,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/10/7d/2d/ee.jpg,-1,Số 136 trên 206 Đồ ăn & Đồ uống ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25562413-Reviews-MotoTrip-Hoi_An_Quang_Nam_Province.html,,
David Nguyen,-1,5.0,-1,-1,-1,Số 7 trên 14 Giải trí về đêm ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d25225182-Reviews-David_Nguyen-Hue_Thua_Thien_Hue_Province.html,,
Cửa Hàng Gạo ST25 - Gạo Ông Cua,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/10/3f/b8/bd.jpg,-1,Số 64 trên 147 Lớp học & hội thảo ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25334055-Reviews-C_a_Hang_G_o_ST25_G_o_Ong_Cua-Ho_Chi_Minh_City.html,,
HOMELAND TOURIST,-1,5.0,-1,-1,-1,Số 8 trên 24 Phương tiện giao thông ở Đà Lạt,https://www.tripadvisor.com.vn/Attraction_Review-g293922-d25434342-Reviews-HOMELAND_TOURIST-Da_Lat_Lam_Dong_Province.html,,
Binhs Motorcycles,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/11/8e/ee/d3.jpg,-1,Số 1 trên 1 Đồ ăn & Đồ uống ở Xuan Dam,https://www.tripadvisor.com.vn/Attraction_Review-g17697953-d25555883-Reviews-Binhs_Motorcycles-Xuan_Dam_Cat_Ba_Hai_Phong.html,,
El Sol - 48 Trang Thi,-1,-1.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/97/e8/19/el-sol-eatery-mixology.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25078177-Reviews-El_Sol_48_Trang_Thi-Hanoi.html,,
"Sóc Sơn, Việt Nam",-1,5.0,-1,-1,-1,Số 272 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d26264233-Reviews-Soc_Son_Vi_t_Nam-Hanoi.html,,
Happy Pub,-1,5.0,"182 Dương Đình Nghệ 182, Đà Nẵng 550000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/78/43/22/da-d-ng-v-ru-u.jpg?w=900&h=600&s=1,"Tiệm rượu nhỏ nhưng rất ấm cúng, chủ tiệm rất dễ thương, chỗ này chỉ yếu bán rượu vang và món ăn nhẹ, có cả cigar được bán ở đây. Khuyến khích",Số 38 trên 98 Đồ ăn & Đồ uống ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d26223166-Reviews-Happy_Pub-Da_Nang.html,,
Dragon King Travel,-1,5.0,-1,-1,-1,Số 10 trên 28 Đồ ăn & Đồ uống ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d25445303-Reviews-Dragon_King_Travel-Halong_Bay_Quang_Ninh_Province.html,,
LetsTravelAsean,-1,5.0,-1,-1,-1,Số 202 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25576558-Reviews-LetsTravelAsean-Hanoi.html,,
mr.khanh travel agency,-1,5.0,-1,-1,-1,Số 7 trên 12 Đồ ăn & Đồ uống ở Ninh Bình,https://www.tripadvisor.com.vn/Attraction_Review-g303945-d25931799-Reviews-Mr_khanh_travel_agency-Ninh_Binh_Ninh_Binh_Province.html,,
Ravens Wine Bar,-1,5.0,-1,-1,Fantastic wine bar with a great selection of wines by the glass/bottle. Super friendly host and a happy hour 4-6pm. 100% recommend and will definitely visit again!,Số 20 trên 40 Giải trí về đêm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25877259-Reviews-Ravens_Wine_Bar-Hoi_An_Quang_Nam_Province.html,,
Top Sailing Bar,-1,5.0,"51 Võ Nguyên Giáp, quận Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/12/af/e6/d-a-di-m-gi-i-tri-danh.jpg?w=900&h=700&s=1,"Amazing bar, came on opening night this is a must see when in Da nang. Beautiful beach bar. Great service. English is good",Số 39 trên 98 Đồ ăn & Đồ uống ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25467253-Reviews-TOP_SAILING_BAR-Da_Nang.html,,
Mekong Lifes Travel,-1,5.0,-1,-1,-1,Số 14 trên 22 Đồ ăn & Đồ uống ở Cần Thơ,https://www.tripadvisor.com.vn/Attraction_Review-g303942-d25427864-Reviews-Mekong_Lifes_Travel-Can_Tho_Mekong_Delta.html,,
Le Gia Travel,-1,5.0,-1,-1,-1,Số 21 trên 39 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d18769541-Reviews-Le_Gia_Travel-Hue_Thua_Thien_Hue_Province.html,,
The Warehouse,-1,5.0,-1,-1,-1,Số 275 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d17454469-Reviews-The_Warehouse-Hanoi.html,,
Hanoi tours with Stephen,-1,5.0,-1,-1,-1,Số 274 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25398645-Reviews-Hanoi_tours_with_Stephen-Hanoi.html,,
Cindy,-1,5.0,-1,-1,-1,Số 40 trên 98 Đồ ăn & Đồ uống ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25392802-Reviews-Cindy-Da_Nang.html,,
Ozo Motorbike - Dai Moc Travel,-1,4.5,-1,-1,-1,Số 3 trên 4 Đồ ăn & Đồ uống ở Đồng Hới,https://www.tripadvisor.com.vn/Attraction_Review-g659924-d19082197-Reviews-Ozo_Motorbike_Dai_Moc_Travel-Dong_Hoi_Quang_Binh_Province.html,,
Andy Private Tours and Transfers,-1,5.0,-1,-1,-1,Số 81 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d21239420-Reviews-Andy_Private_Tours_and_Transfers-Hoi_An_Quang_Nam_Province.html,,
An My Eco Tour,-1,5.0,-1,-1,-1,Số 41 trên 98 Đồ ăn & Đồ uống ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d20265658-Reviews-An_My_Eco_Tour-Da_Nang.html,,
Discover Hoi An Food Tours,-1,5.0,-1,-1,-1,Số 139 trên 206 Đồ ăn & Đồ uống ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25220806-Reviews-Discover_Hoi_An_Food_Tours-Hoi_An_Quang_Nam_Province.html,,
Impressive Land Travel,-1,3.5,-1,-1,"I booked three daytrips and received, without great negotiations, very fair deals which are absolutely competitive with other agencies.

Everything happened to be reliable and enjoyable.

Besides they offer great exchange rates, unbeatable in town.

I can absolutely recommend this friendly and helpful agency.",Số 51 trên 84 Đồ ăn & Đồ uống ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d8775168-Reviews-Impressive_Land_Travel-Hue_Thua_Thien_Hue_Province.html,,
Motorbike Rental Ho Chi Minh - Saigon,-1,5.0,-1,-1,-1,Số 92 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d24960337-Reviews-Motorbike_Rental_Ho_Chi_Minh_Saigon-Ho_Chi_Minh_City.html,,
Hoi An Tourism Yoga & Vegetarian Food - Cooking Class Tours,-1,5.0,-1,-1,-1,Số 82 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d20958073-Reviews-Hoi_An_Tourism_Yoga_Vegetarian_Food_Cooking_Class_Tours-Hoi_An_Quang_Nam_Provinc.html,,
T&K Travel Group,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0f/46/0d/8f.jpg,-1,Số 93 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d24164927-Reviews-T_K_Travel_Group-Ho_Chi_Minh_City.html,,
danangviptransfer,-1,5.0,-1,-1,-1,Số 1 trên 1 Đồ ăn & Đồ uống ở Lien Chieu,https://www.tripadvisor.com.vn/Attraction_Review-g16740551-d24906537-Reviews-Danangviptransfer-Lien_Chieu_Da_Nang.html,,
XUA studio,-1,4.5,-1,-1,"Was really good experience and nice to learn how to make things like that by yourself.
Good atmosphere. Cute little place.",Số 21 trên 41 Vui chơi & Giải trí ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d19209809-Reviews-XUA_studio-Hoi_An_Quang_Nam_Province.html,,
Cat Ba Cooking Class with Quiri Kitchen,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/cc/16/09/caption.jpg?w=900&h=600&s=1,"we were looking for a place where we could practice vietnamese cooking culture and tried contacting him ( Alex ) and had the best training and practice session.
thank you Alex and the chefs we love",Số 2 trên 3 Lớp học & hội thảo ở Cát Bà,https://www.tripadvisor.com.vn/Attraction_Review-g737051-d24982855-Reviews-Cat_Ba_Cooking_Class_with_Quiri_Kitchen-Cat_Ba_Hai_Phong.html,,
eatwith,-1,4.0,-1,-1,"I enjoyed the tour very much! I would like to commend my rider, Adam who is very friendly and approachable. I managed to get a lot of insights of Vietnam, especially Ho Chi Minh City within 3 hours.",Số 68 trên 147 Lớp học & hội thảo ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19719401-Reviews-Eatwith-Ho_Chi_Minh_City.html,,
Trà Duyên Quá Khách - Saigon Hidden Attic Tearoom,-1,5.0,-1,-1,-1,Số 59 trên 158 Vui chơi & Giải trí ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d21390152-Reviews-Tra_Duyen_Qua_Khach_Saigon_Hidden_Attic_Tearoom-Ho_Chi_Minh_City.html,,
Jenny Phung,-1,5.0,-1,-1,-1,Số 2 trên 2 Đồ ăn & Đồ uống ở Vũng Tàu,https://www.tripadvisor.com.vn/Attraction_Review-g303946-d23847877-Reviews-Jenny_Phung-Vung_Tau_Ba_Ria_Vung_Tau_Province.html,,
Midori Coffee Farm,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/0d/b0/51/coffee-tour-and-harvesting.jpg?w=700&h=500&s=1,-1,Số 1 trên 1 Đồ ăn & Đồ uống ở Me Linh,https://www.tripadvisor.com.vn/Attraction_Review-g15602835-d15530980-Reviews-Midori_Coffee_Farm-Me_Linh_Lam_Dong_Province.html,,
Mr. Tan,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0f/fb/8d/fb.jpg,-1,Số 17 trên 32 Đồ ăn & Đồ uống ở Đảo Phú Quốc,https://www.tripadvisor.com.vn/Attraction_Review-g469418-d20263862-Reviews-Mr_Tan-Phu_Quoc_Island_Kien_Giang_Province.html,,
Harmony Travel,-1,5.0,-1,-1,-1,Số 61 trên 158 Vui chơi & Giải trí ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17836722-Reviews-Harmony_Travel-Ho_Chi_Minh_City.html,,
Victory Cruises,-1,4.5,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/9a/bf/66.jpg,"Had a fabulous 2 night/3day cruise on Halong Bay as part of a Mercury Vietnam Odyssey trip. Loved our cabin which was spacious enough for the trip. Very clean & most areas seemed to be well maintained. We had no issues. Middle deck had dining room and upper deck was for chilling. Sunbathing on the deck & nice drinks up there in the evening. Drinks were a wee bit pricey we thought. Food was amazing & beautifully presented & service professional. Lots of fish/seafood, but non fish people were well catered for too. Scenery was spectacular and the trips out in the tender were enjoyable. There was even night fishing. This cruise was one of the highlights of the whole trip. Thoroughly recommend.",Số 1 trên 3 Đồ ăn & Đồ uống ở Bai Chay,https://www.tripadvisor.com.vn/Attraction_Review-g13163470-d19323918-Reviews-Victory_Cruises-Bai_Chay_Halong_Bay_Quang_Ninh_Province.html,,
